ee_number,job_title,current_employment_status,project_code,original_hire_date,last_hire_date,los_in_days,termination_date,reason_code,left,fired,flsa_binary,Days_Since_Promotion,Days_Since_Demotion,Days_Since_Rehire,Days_Since_TransferIn,Days_Since_TransferOut,Days_Since_NewHire
217415,Operator Renewables,T,55101,05/09/24,05/09/24,76,07/24/2024,Excessive Absenteeism,0,1,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,236
217880,Operator Renewables,T,55087,11/29/2022,11/29/2022,101,03/10/23,Personal/Family,1,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,763
219905,Quality Director,A,Not Applicable,02/20/2023,02/20/2023,738,Unknown,Unknown,0,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,680
221643,Field Admin,A,55138,12/04/23,12/04/23,451,Unknown,Unknown,0,0,0,NoEvent,NoEvent,NoEvent,-43,NoEvent,NoEvent
222251,Helper Renewables,T,Not Applicable,03/21/2022,03/21/2022,133,08/01/22,Position Eliminated,0,1,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1016
222337,Operator Renewables,T,55310,03/13/2024,03/13/2024,154,08/14/2024,Policy Viol-Drug/Alcohol,0,1,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,293
222512,Gen Foreman Renewables,T,55103,11/20/2023,11/20/2023,226,07/03/24,Other Job,1,0,0,NoEvent,NoEvent,NoEvent,397,NoEvent,407
222512,Gen Foreman Renewables,T,55103,11/20/2023,11/20/2023,226,07/03/24,Other Job,1,0,0,NoEvent,NoEvent,NoEvent,245,NoEvent,407
223488,Unknown,T,55072,08/29/2013,10/26/2020,11,11/06/20,Lack of Work,0,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1527
224598,Operator Renewables,T,55103,01/10/23,01/10/23,617,09/18/2024,Unknown,0,0,0,NoEvent,NoEvent,NoEvent,435,NoEvent,721
225777,Operator Renewables,T,55076,04/04/16,08/11/21,172,01/30/2022,Lack of Work,0,0,0,NoEvent,NoEvent,NoEvent,1238,NoEvent,NoEvent
226408,Operator Renewables,T,55109,09/26/2023,04/09/24,199,10/25/2024,Other Job,1,0,0,NoEvent,NoEvent,266,NoEvent,NoEvent,462
229245,Unknown,T,55060,02/12/07,07/17/2018,62,09/17/2018,Lack of Work,0,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2359
233285,Site Manager,A,55120,09/12/22,09/12/22,899,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,561,NoEvent,841
233285,Site Manager,A,55120,09/12/22,09/12/22,899,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,484,NoEvent,841
233285,Site Manager,A,55120,09/12/22,09/12/22,899,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,449,NoEvent,841
233285,Site Manager,A,55120,09/12/22,09/12/22,899,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,358,NoEvent,841
233285,Site Manager,A,55120,09/12/22,09/12/22,899,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,-6,NoEvent,841
233285,Site Manager,A,55120,09/12/22,09/12/22,899,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,799,NoEvent,841
234223,Unknown,T,Not Applicable,04/27/2015,08/18/2016,540,02/09/18,Resignation,1,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3057
234224,Unknown,T,Not Applicable,05/19/2014,01/08/18,10,01/18/2018,Resignation,1,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2549
234250,Unknown,T,Not Applicable,08/25/2014,01/08/18,122,05/10/18,Resignation,1,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2549
234296,Unknown,T,2047017,05/13/2013,10/10/16,528,03/22/2018,Resignation,1,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3004
234367,Unknown,T,20473,10/15/2013,07/08/16,769,08/16/2018,Resignation,1,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3098
234437,Unknown,T,4124016,10/18/2013,02/26/2018,29,03/27/2018,Resignation,1,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2500
234486,Unknown,T,Not Applicable,02/27/2017,02/27/2017,505,07/17/2018,Resignation,1,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2864
234487,Unknown,T,Not Applicable,07/20/2016,07/20/2016,583,02/23/2018,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3086
234538,Unknown,T,4153017,06/28/2017,06/28/2017,197,01/11/18,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2743
234540,Unknown,T,Not Applicable,08/22/2014,02/01/16,885,07/05/18,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3256
65190,Operator Renewables,T,55109,03/26/2024,03/26/2024,225,11/06/24,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,154,NoEvent,280
66659,Operator Renewables,T,55107,02/08/24,02/08/24,81,04/29/2024,Policy Viol-Drug/Alcohol,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,327
75662,Project Manager,T,55072,11/09/09,11/09/09,"4,305",08/23/2021,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,5531
80652,Field Admin,A,55137,02/17/2025,02/17/2025,10,Unknown,Unknown,0,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,-48
80841,Project Controls Spv,T,55076,07/09/12,07/09/12,"4,043",08/04/23,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
82818,Truck Driver Renewables,T,55087,10/19/2022,10/19/2022,182,04/19/2023,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,665,NoEvent,804
88862,Operator Renewables,T,55101,05/09/24,05/09/24,171,10/27/2024,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,236
90754,Operator Renewables,T,55090,12/08/22,12/08/22,230,07/26/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,754
91042,Laborer Renewables,T,55079,03/08/22,03/08/22,45,04/22/2022,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,974,NoEvent,1029
94620,Vice President,T,Not Applicable,12/07/15,05/15/2023,630,02/03/25,Performance,0,1,1,NoEvent,NoEvent,NoEvent,596,NoEvent,NoEvent
96331,Operator Renewables,T,55090,12/13/2022,12/13/2022,22,01/04/23,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,749
97041,Operator Renewables,T,55113,09/03/24,09/03/24,76,11/18/2024,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,119
109051,Foreman Renewables,A,55123,02/10/22,02/10/22,"1,113",Unknown,Unknown,0,0,1,715,NoEvent,NoEvent,978,NoEvent,1055
109051,Foreman Renewables,A,55123,02/10/22,02/10/22,"1,113",Unknown,Unknown,0,0,1,715,NoEvent,NoEvent,763,NoEvent,1055
109051,Foreman Renewables,A,55123,02/10/22,02/10/22,"1,113",Unknown,Unknown,0,0,1,715,NoEvent,NoEvent,642,NoEvent,1055
109051,Foreman Renewables,A,55123,02/10/22,02/10/22,"1,113",Unknown,Unknown,0,0,1,715,NoEvent,NoEvent,589,NoEvent,1055
109051,Foreman Renewables,A,55123,02/10/22,02/10/22,"1,113",Unknown,Unknown,0,0,1,715,NoEvent,NoEvent,407,NoEvent,1055
109051,Foreman Renewables,A,55123,02/10/22,02/10/22,"1,113",Unknown,Unknown,0,0,1,715,NoEvent,NoEvent,294,NoEvent,1055
109051,Foreman Renewables,A,55123,02/10/22,02/10/22,"1,113",Unknown,Unknown,0,0,1,715,NoEvent,NoEvent,204,NoEvent,1055
109051,Foreman Renewables,A,55123,02/10/22,02/10/22,"1,113",Unknown,Unknown,0,0,1,715,NoEvent,NoEvent,15,NoEvent,1055
116402,Operator Renewables,T,55090,11/19/2018,12/13/2022,183,06/14/2023,Resignation,1,0,1,NoEvent,NoEvent,749,NoEvent,NoEvent,1373
117538,Laborer Renewables,T,55073,03/21/2019,12/07/20,128,04/14/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1485
117572,Senior Estimator,T,Not Applicable,02/20/2023,02/20/2023,115,06/15/2023,Performance,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,680
118715,Gen Foreman Renewables,A,55311,05/03/22,09/11/23,535,Unknown,Unknown,0,0,1,806,NoEvent,477,397,NoEvent,973
118715,Gen Foreman Renewables,A,55311,05/03/22,09/11/23,535,Unknown,Unknown,0,0,1,806,NoEvent,477,337,NoEvent,973
118715,Gen Foreman Renewables,A,55311,05/03/22,09/11/23,535,Unknown,Unknown,0,0,1,806,NoEvent,477,330,NoEvent,973
118715,Gen Foreman Renewables,A,55311,05/03/22,09/11/23,535,Unknown,Unknown,0,0,1,806,NoEvent,477,183,NoEvent,973
118715,Gen Foreman Renewables,A,55311,05/03/22,09/11/23,535,Unknown,Unknown,0,0,1,806,NoEvent,477,117,NoEvent,973
118715,Gen Foreman Renewables,A,55311,05/03/22,09/11/23,535,Unknown,Unknown,0,0,1,806,NoEvent,477,854,NoEvent,973
118727,Operator Renewables,T,55076,09/15/2020,09/15/2020,563,04/01/22,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,1296,NoEvent,1568
119900,Operator Renewables,T,55076,07/25/2019,07/06/21,232,02/23/2022,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,1274,NoEvent,NoEvent
121230,HR Coordinator,A,Not Applicable,01/13/2020,05/16/2022,"1,018",Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,960,NoEvent,NoEvent
177402,Project Coordinator,A,Not Applicable,05/18/2020,12/09/24,80,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,22,NoEvent,NoEvent
177800,Operator Renewables,T,55093,11/29/2022,11/29/2022,62,01/30/2023,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,763
200727,Unknown,T,Not Applicable,02/06/17,02/06/17,771,03/19/2019,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2885
200812,Gen Foreman Renewables 2,A,55120,09/11/23,09/11/23,535,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,449,NoEvent,477
200812,Gen Foreman Renewables 2,A,55120,09/11/23,09/11/23,535,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,358,NoEvent,477
200812,Gen Foreman Renewables 2,A,55120,09/11/23,09/11/23,535,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,197,NoEvent,477
200812,Gen Foreman Renewables 2,A,55120,09/11/23,09/11/23,535,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,106,NoEvent,477
202318,Operator Renewables,A,55086,04/19/2010,10/26/2021,"1,220",Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,1162,NoEvent,NoEvent
202318,Operator Renewables,A,55086,04/19/2010,10/26/2021,"1,220",Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,890,NoEvent,NoEvent
202318,Operator Renewables,A,55086,04/19/2010,10/26/2021,"1,220",Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,784,NoEvent,NoEvent
202892,Laborer Renewables,T,55072,04/24/2014,02/04/21,30,03/06/21,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1426
203275,Unknown,T,Not Applicable,01/15/2013,02/20/2017,"1,432",01/22/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2871
204411,Project Manager,A,Not Applicable,04/07/14,02/14/2022,"1,109",Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,1051,NoEvent,NoEvent
204888,Gen Foreman Renewables,A,55120,03/07/22,01/09/23,780,Unknown,Unknown,0,0,1,624,NoEvent,722,547,NoEvent,1030
204888,Gen Foreman Renewables,A,55120,03/07/22,01/09/23,780,Unknown,Unknown,0,0,1,624,NoEvent,722,484,NoEvent,1030
204888,Gen Foreman Renewables,A,55120,03/07/22,01/09/23,780,Unknown,Unknown,0,0,1,624,NoEvent,722,449,NoEvent,1030
204888,Gen Foreman Renewables,A,55120,03/07/22,01/09/23,780,Unknown,Unknown,0,0,1,624,NoEvent,722,358,NoEvent,1030
204888,Gen Foreman Renewables,A,55120,03/07/22,01/09/23,780,Unknown,Unknown,0,0,1,624,NoEvent,722,169,NoEvent,1030
204888,Gen Foreman Renewables,A,55120,03/07/22,01/09/23,780,Unknown,Unknown,0,0,1,624,NoEvent,722,43,NoEvent,1030
204888,Gen Foreman Renewables,A,55120,03/07/22,01/09/23,780,Unknown,Unknown,0,0,1,624,NoEvent,722,929,NoEvent,1030
204888,Gen Foreman Renewables,A,55120,03/07/22,01/09/23,780,Unknown,Unknown,0,0,1,624,NoEvent,722,862,NoEvent,1030
225440,Unknown,T,55071,04/06/17,01/04/21,0,01/04/21,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1457
225768,Superintendent Renewbls,T,55310,11/20/2023,11/20/2023,268,08/14/2024,Policy Viol-Drug/Alcohol,0,1,1,288,NoEvent,NoEvent,217,NoEvent,407
225967,Vice President,T,Not Applicable,05/19/2014,02/14/2022,329,01/09/23,Performance,0,1,1,NoEvent,NoEvent,NoEvent,1051,NoEvent,NoEvent
225991,Unknown,T,Not Applicable,06/05/17,06/05/17,582,01/08/19,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2766
227761,Unknown,T,55073,06/01/05,10/19/2020,17,11/05/20,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1534
230366,Operator Renewables,T,55085,04/04/23,04/04/23,43,05/17/2023,Excessive Absenteeism,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
231155,Operator Renewables,T,55100,06/19/2024,06/19/2024,102,09/29/2024,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,195
231913,Laborer Renewables,T,55723,06/26/2024,06/26/2024,2,06/28/2024,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,188
233933,Unknown,T,55061,07/23/2014,07/01/19,18,07/19/2019,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2010
234278,Unknown,T,4171017,08/15/2016,01/22/2018,94,04/26/2018,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2535
234299,Unknown,T,4169017,11/07/16,09/04/18,198,03/21/2019,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2310
234346,Unknown,T,4169017,01/07/14,03/01/15,"1,131",04/05/18,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3593
234348,Unknown,T,41736,05/19/2014,01/22/2019,87,04/19/2019,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2170
234362,Unknown,T,Not Applicable,05/21/2007,01/14/2018,54,03/09/18,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2543
234387,Unknown,T,41725,10/18/2012,10/05/15,874,02/25/2018,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3375
234389,Unknown,T,4128016,06/02/14,10/05/15,"1,039",08/09/18,Resignation,1,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3375
234390,Unknown,T,Not Applicable,10/13/2011,05/09/16,746,05/25/2018,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3158
234394,Unknown,T,41722,09/06/16,09/06/16,836,12/21/2018,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3038
234440,Unknown,T,41730,07/11/17,01/22/2018,141,06/12/18,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2535
234529,Unknown,T,4124016,08/21/2017,08/21/2017,410,10/05/18,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2689
234618,Unknown,T,4128016,07/06/16,07/06/16,575,02/01/18,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3100
234975,Unknown,T,41728,07/07/08,01/08/18,270,10/05/18,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2549
235049,Foreman Renewables,A,55143,07/24/2017,04/11/24,322,Unknown,Unknown,0,0,1,NoEvent,NoEvent,264,71,NoEvent,2065
235049,Foreman Renewables,A,55143,07/24/2017,04/11/24,322,Unknown,Unknown,0,0,1,NoEvent,NoEvent,1273,71,NoEvent,2065
235216,Operator Renewables,T,55090,12/13/2022,12/13/2022,162,05/24/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,749
235381,Unknown,T,Not Applicable,04/10/17,04/10/17,571,11/02/18,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2822
235407,Unknown,T,55060,07/12/17,07/12/17,327,06/04/18,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2729
236134,Laborer Renewables,T,55103,05/18/2023,01/30/2024,176,07/24/2024,Lack of Work,0,0,1,519,NoEvent,NoEvent,533,NoEvent,593
236134,Laborer Renewables,T,55103,05/18/2023,01/30/2024,176,07/24/2024,Lack of Work,0,0,1,519,NoEvent,NoEvent,461,NoEvent,593
236134,Laborer Renewables,T,55103,05/18/2023,01/30/2024,176,07/24/2024,Lack of Work,0,0,1,519,NoEvent,NoEvent,293,NoEvent,593
238209,Operator Renewables,A,55120,01/06/22,04/30/2024,303,Unknown,Unknown,0,0,1,NoEvent,NoEvent,245,978,NoEvent,1090
238209,Operator Renewables,A,55120,01/06/22,04/30/2024,303,Unknown,Unknown,0,0,1,NoEvent,NoEvent,245,232,NoEvent,1090
238209,Operator Renewables,A,55120,01/06/22,04/30/2024,303,Unknown,Unknown,0,0,1,NoEvent,NoEvent,245,22,NoEvent,1090
239129,Unknown,T,Not Applicable,01/04/16,11/19/2016,468,03/02/18,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2964
234949,Unknown,T,2043017,07/15/2016,01/08/18,38,02/15/2018,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2549
236074,Unknown,T,55061,09/15/2014,11/19/2016,965,07/12/19,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2964
236458,Unknown,T,11713,07/20/2015,01/22/2018,480,05/17/2019,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2535
237600,Unknown,T,55060,08/17/2017,08/06/18,39,09/14/2018,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,2339
239503,Unknown,T,41736,04/28/2014,03/01/15,"1,551",05/30/2019,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,3593
239758,Operator Renewables,A,55094,10/31/2023,10/31/2023,485,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,427
241058,Truck Driver Renewables,T,Not Applicable,11/28/2016,06/13/2021,0,06/13/2021,Transferred out,0,0,1,NoEvent,NoEvent,1297,NoEvent,1297,1483
242085,Logistics Foreman,A,55126,12/01/21,03/21/2024,343,Unknown,Unknown,0,0,0,932,NoEvent,285,1028,NoEvent,NoEvent
242085,Logistics Foreman,A,55126,12/01/21,03/21/2024,343,Unknown,Unknown,0,0,0,932,NoEvent,285,981,NoEvent,NoEvent
242085,Logistics Foreman,A,55126,12/01/21,03/21/2024,343,Unknown,Unknown,0,0,0,932,NoEvent,285,819,NoEvent,NoEvent
242085,Logistics Foreman,A,55126,12/01/21,03/21/2024,343,Unknown,Unknown,0,0,0,932,NoEvent,285,50,NoEvent,NoEvent
242085,Logistics Foreman,A,55126,12/01/21,03/21/2024,343,Unknown,Unknown,0,0,0,883,NoEvent,285,1028,NoEvent,NoEvent
242085,Logistics Foreman,A,55126,12/01/21,03/21/2024,343,Unknown,Unknown,0,0,0,883,NoEvent,285,981,NoEvent,NoEvent
242085,Logistics Foreman,A,55126,12/01/21,03/21/2024,343,Unknown,Unknown,0,0,0,883,NoEvent,285,819,NoEvent,NoEvent
242085,Logistics Foreman,A,55126,12/01/21,03/21/2024,343,Unknown,Unknown,0,0,0,883,NoEvent,285,50,NoEvent,NoEvent
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,939,NoEvent,NoEvent,638,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,939,NoEvent,NoEvent,624,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,939,NoEvent,NoEvent,610,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,939,NoEvent,NoEvent,421,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,939,NoEvent,NoEvent,141,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,939,NoEvent,NoEvent,1,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,939,NoEvent,NoEvent,1163,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,939,NoEvent,NoEvent,1044,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,939,NoEvent,NoEvent,953,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,582,NoEvent,NoEvent,638,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,582,NoEvent,NoEvent,624,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,582,NoEvent,NoEvent,610,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,582,NoEvent,NoEvent,421,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,582,NoEvent,NoEvent,141,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,582,NoEvent,NoEvent,1,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,582,NoEvent,NoEvent,1163,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,582,NoEvent,NoEvent,1044,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,582,NoEvent,NoEvent,953,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,414,NoEvent,NoEvent,638,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,414,NoEvent,NoEvent,624,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,414,NoEvent,NoEvent,610,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,414,NoEvent,NoEvent,421,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,414,NoEvent,NoEvent,141,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,414,NoEvent,NoEvent,1,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,414,NoEvent,NoEvent,1163,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,414,NoEvent,NoEvent,1044,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,414,NoEvent,NoEvent,953,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,22,NoEvent,NoEvent,638,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,22,NoEvent,NoEvent,624,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,22,NoEvent,NoEvent,610,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,22,NoEvent,NoEvent,421,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,22,NoEvent,NoEvent,141,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,22,NoEvent,NoEvent,1,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,22,NoEvent,NoEvent,1163,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,22,NoEvent,NoEvent,1044,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,22,NoEvent,NoEvent,953,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,1296,NoEvent,NoEvent,638,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,1296,NoEvent,NoEvent,624,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,1296,NoEvent,NoEvent,610,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,1296,NoEvent,NoEvent,421,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,1296,NoEvent,NoEvent,141,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,1296,NoEvent,NoEvent,1,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,1296,NoEvent,NoEvent,1163,NoEvent,1373
243321,Superintendent Renewbls 2,A,55106,02/11/14,03/29/2021,"1,431",Unknown,Unknown,0,0,1,1296,NoEvent,NoEvent,1044,NoEvent,1373
