EE #,FLSA Category,PR Dept,HireDate,Reason,Craft Class Code,Project Code
319413,Non-Exempt,4104,03/26/2024,New hire,18-41-1002,55091.0
293184,Exempt,4104,03/08/2022,New hire,18-4-S406,55089.0
312852,Non-Exempt,4104,08/22/2023,New hire,18-41-1002,55086.0
309133,Non-Exempt,4104,05/22/2023,New hire,18-197-600,55105.0
281972,Non-Exempt,4104,12/13/2022,New hire,18-8-1004,55093.0
311741,Non-Exempt,4104,08/08/2023,New hire,18-47-101,55113.0
313963,Non-Exempt,4104,09/19/2023,New hire,18-708-602,55301.0
318703,Non-Exempt,4104,03/12/2024,New hire,18-5-5160,5508201.0
274848,Non-Exempt,4104,04/12/2022,New hire,18-8-1006,55085.0
308500,Non-Exempt,4104,05/08/2023,New hire,18-748-102,55305.0
306404,Non-Exempt,4104,03/23/2023,New hire,18-757-522,55074.0
323040,Non-Exempt,4104,06/18/2024,New hire,18-40-1002,55097.0
303646,Non-Exempt,4104,12/15/2022,New hire,18-40-1002,55076.0
321198,Non-Exempt,4104,05/15/2024,New hire,18-77-501,55113.0
316037,Non-Exempt,4104,11/28/2023,New hire,18-5-5160,55311.0
323632,Exempt,4104,07/08/2024,New hire,18-1-S194,55088.0
318194,Non-Exempt,4104,02/28/2024,New hire,18-8-1006,55089.0
314676,Non-Exempt,4104,10/03/2023,New hire,18-40-1002,55310.0
310399,Non-Exempt,4104,07/06/2023,New hire,18-41-1003,55123.0
293361,Non-Exempt,4104,02/23/2022,New hire,18-41-1003,55076.0
293359,Non-Exempt,4104,02/23/2022,New hire,18-2-3220,55089.0
293832,Non-Exempt,4104,03/14/2022,New hire,18-8-1006,55089.0
293803,Non-Exempt,4104,03/14/2022,New hire,18-8-1006,55089.0
325168,Non-Exempt,4104,08/14/2024,New hire,18-8-1004,55087.0
322523,Non-Exempt,4104,06/06/2024,New hire,18-295-402,55109.0
294241,Exempt,4104,04/19/2022,New hire,18-4-S429,55801.0
296891,Non-Exempt,4104,06/13/2022,New hire,18-5-5040,55085.0
311887,Non-Exempt,4104,08/09/2023,New hire,18-41-1002,55123.0
310646,Non-Exempt,4104,07/06/2023,New hire,18-40-1002,55122.0
295239,Exempt,4104,05/03/2022,New hire,18-4-S428,55089.0
291711,Non-Exempt,4104,11/30/2021,New hire,18-40-1002,55075.0
296185,Non-Exempt,4104,05/19/2022,New hire,18-8-1006,55085.0
320984,Non-Exempt,4104,05/07/2024,New hire,18-30-1002,55094.0
312581,Non-Exempt,4104,08/16/2023,New hire,18-47-400,55109.0
320465,Non-Exempt,4104,04/23/2024,New hire,18-30-1003,55094.0
322090,Non-Exempt,4104,05/29/2024,New hire,18-196-500,55723.0
311181,Non-Exempt,4104,07/20/2023,New hire,18-41-1003,55094.0
291877,Non-Exempt,4104,12/07/2021,New hire,18-40-1002,55075.0
313893,Non-Exempt,4104,09/18/2023,New hire,18-752-103,55302.0
329026,Non-Exempt,4104,10/28/2024,New hire,18-41-1003,55123.0
331198,Non-Exempt,4104,01/20/2025,New hire,18-41-1002,55091.0
321156,Non-Exempt,4104,05/14/2024,New hire,18-77-402,55143.0
323257,Non-Exempt,4104,06/19/2024,New hire,18-295-415,55109.0
306215,Non-Exempt,4104,03/17/2023,New hire,18-40-1002,55085.0
318044,Non-Exempt,4104,02/19/2024,New hire,18-41-1003,55123.0
329879,Non-Exempt,4104,11/18/2024,New hire,18-41-1002,55091.0
329478,Non-Exempt,4104,10/30/2024,New hire,18-745-500,55117.0
312164,Non-Exempt,4104,08/15/2023,New hire,18-77-102,55138.0
321714,Non-Exempt,4104,05/22/2024,New hire,18-41-1002,55103.0
308918,Non-Exempt,4104,05/18/2023,New hire,18-40-1002,55090.0
312909,Non-Exempt,4104,08/29/2023,New hire,18-40-1002,55303.0
328237,Non-Exempt,4104,10/01/2024,New hire,18-40-1002,55091.0
326266,Non-Exempt,4104,09/17/2024,New hire,18-41-1002,55091.0
323146,Non-Exempt,4104,06/18/2024,New hire,18-41-1002,55091.0
308499,Non-Exempt,4104,05/08/2023,New hire,18-708-102,55304.0
316755,Non-Exempt,4104,01/18/2024,New hire,18-40-1002,55100.0
270967,Non-Exempt,4104,10/11/2022,New hire,18-8-1006,55087.0
327990,Non-Exempt,4104,09/26/2024,New hire,18-40-1002,55123.0
308122,Non-Exempt,4104,04/27/2023,New hire,18-40-1002,55306.0
308124,Non-Exempt,4104,04/27/2023,New hire,18-199-507,55123.0
302666,Non-Exempt,4104,11/15/2022,New hire,18-40-1002,55086.0
315108,Non-Exempt,4104,10/17/2023,New hire,18-40-1002,55093.0
314538,Non-Exempt,4104,09/27/2023,New hire,18-708-101,55304.0
319543,Non-Exempt,4104,04/09/2024,New hire,18-8-1005,55089.0
325016,Non-Exempt,4104,08/13/2024,New hire,18-77-501,55137.0
330233,Exempt,4104,12/09/2024,New hire,18-2-S265,55137.0
302684,Non-Exempt,4104,11/15/2022,New hire,18-297-110,55105.0
322505,Non-Exempt,4104,06/04/2024,New hire,18-745-101,55117.0
306074,Non-Exempt,4104,03/15/2023,New hire,18-40-1001,55101.0
306116,Non-Exempt,4104,03/15/2023,New hire,18-30-1003,55101.0
294937,Non-Exempt,4104,04/12/2022,New hire,18-40-1002,55085.0
321933,Non-Exempt,4104,05/20/2024,New hire,18-5-A520,55113.0
306288,Non-Exempt,4104,03/21/2023,New hire,18-8-1005,55306.0
318594,Non-Exempt,4104,03/20/2024,New hire,18-8-1005,55105.0
331113,Non-Exempt,4104,01/13/2025,New hire,18-77-400,55137.0
317020,Non-Exempt,4104,01/16/2024,New hire,18-40-1001,55100.0
316880,Non-Exempt,4104,01/08/2024,New hire,18-62-1001,55120.0
303647,Non-Exempt,4104,12/15/2022,New hire,18-40-1002,55076.0
291151,Non-Exempt,4104,10/26/2021,New hire,18-5-5090,55076.0
316658,Exempt,4104,01/08/2024,New hire,18-4-S429,55120.0
320643,Non-Exempt,4104,04/30/2024,New hire,18-77-402,55812.0
321049,Non-Exempt,4104,05/08/2024,New hire,18-74-101,55113.0
299833,Non-Exempt,4104,08/25/2022,New hire,18-77-405,55143.0
307231,Non-Exempt,4104,04/11/2023,New hire,18-74-101,55113.0
324639,Non-Exempt,4104,07/23/2024,New hire,18-40-1002,55097.0
302409,Non-Exempt,4104,11/08/2022,New hire,18-40-1001,55086.0
311705,Non-Exempt,4104,08/08/2023,New hire,18-74-101,55113.0
275455,Exempt,4104,11/17/2020,New hire,18-4-S427,55079.0
293481,Exempt,4104,03/15/2022,New hire,18-2-S229,55086.0
310502,Non-Exempt,4104,06/26/2023,New hire,18-748-601,55307.0
247179,Non-Exempt,4104,11/08/2022,New hire,18-8-1006,55090.0
319729,Non-Exempt,4104,04/01/2024,New hire,18-708-503,55301.0
329925,Non-Exempt,4104,11/18/2024,New hire,18-41-1002,55091.0
316865,Non-Exempt,4104,01/11/2024,New hire,18-8-1005,55101.0
294999,Non-Exempt,4104,04/14/2022,New hire,18-757-522,55074.0
332308,Non-Exempt,4104,02/20/2025,New hire,18-47-102,55138.0
307912,Non-Exempt,4104,04/27/2023,New hire,18-40-1001,55093.0
313273,Non-Exempt,4104,08/31/2023,New hire,18-745-500,55117.0
318875,Exempt,4104,04/01/2024,New hire,18-2-S234,55156.0
307560,Non-Exempt,4104,04/20/2023,New hire,18-40-1002,55086.0
303706,Non-Exempt,4104,12/21/2022,New hire,18-41-1002,55094.0
318618,Non-Exempt,4104,03/06/2024,New hire,18-41-1003,55100.0
330837,Non-Exempt,4104,01/08/2025,New hire,18-41-1001,55091.0
309368,Non-Exempt,4104,05/30/2023,New hire,18-41-1002,55094.0
319735,Non-Exempt,4104,04/01/2024,New hire,18-708-500,55301.0
309080,Non-Exempt,4104,05/23/2023,New hire,18-40-1002,55090.0
309079,Non-Exempt,4104,05/23/2023,New hire,18-40-1002,55090.0
316431,Exempt,4104,01/08/2024,New hire,18-5-S524,
309631,Non-Exempt,4104,06/05/2023,New hire,18-748-500,55307.0
317644,Non-Exempt,4104,02/06/2024,New hire,18-396-601,55723.0
313158,Non-Exempt,4104,08/28/2023,New hire,18-708-106,55301.0
317459,Non-Exempt,4104,02/01/2024,New hire,18-40-1001,55093.0
328764,Non-Exempt,4104,10/15/2024,New hire,18-41-1003,55100.0
328759,Non-Exempt,4104,10/15/2024,New hire,18-41-1003,55100.0
322275,Non-Exempt,4104,06/04/2024,New hire,18-41-1003,55103.0
322237,Non-Exempt,4104,06/04/2024,New hire,18-41-1003,55103.0
321055,Non-Exempt,4104,05/08/2024,New hire,18-30-1002,55094.0
306207,Non-Exempt,4104,03/16/2023,New hire,18-40-1002,
311387,Non-Exempt,4104,07/26/2023,New hire,18-40-1002,55302.0
293206,Non-Exempt,4104,02/16/2022,New hire,18-40-1002,55075.0
331654,Non-Exempt,4104,01/30/2025,New hire,18-47-102,55156.0
310632,Non-Exempt,4104,07/06/2023,New hire,18-74-101,55109.0
318560,Non-Exempt,4104,03/05/2024,New hire,18-196-500,55723.0
293639,Non-Exempt,4104,03/07/2022,New hire,18-40-1002,55079.0
329962,Non-Exempt,4104,11/20/2024,New hire,18-41-1002,55091.0
331381,Non-Exempt,4104,01/22/2025,New hire,18-41-1002,55091.0
323780,Non-Exempt,4104,07/16/2024,New hire,18-41-1001,55100.0
323792,Non-Exempt,4104,07/01/2024,New hire,18-40-1002,55096.0
327978,Non-Exempt,4104,09/25/2024,New hire,18-41-1001,55091.0
324362,Non-Exempt,4104,07/18/2024,New hire,18-41-1001,55100.0
308971,Non-Exempt,4104,06/05/2023,New hire,18-6-6520,55096.0
291455,Non-Exempt,4104,11/09/2021,New hire,18-8-1005,55094.0
320163,Non-Exempt,4104,04/16/2024,New hire,18-2-3230,55123.0
288171,Non-Exempt,4104,05/03/2022,New hire,18-40-1002,55085.0
323899,Non-Exempt,4104,07/10/2024,New hire,18-41-1002,55143.0
315619,Non-Exempt,4104,11/07/2023,New hire,18-41-1001,55311.0
328264,Non-Exempt,4104,10/02/2024,New hire,18-199-501,55117.0
314500,Non-Exempt,4104,09/27/2023,New hire,18-708-803,55301.0
322728,Non-Exempt,4104,06/11/2024,New hire,18-47-500,55100.0
328039,Non-Exempt,4104,10/01/2024,New hire,18-40-1002,55091.0
318213,Non-Exempt,4104,02/19/2024,New hire,18-745-500,55117.0
319226,Non-Exempt,4104,04/30/2024,New hire,18-41-1003,55094.0
324718,Non-Exempt,4104,07/30/2024,New hire,18-41-1002,55091.0
303908,Non-Exempt,4104,01/04/2023,New hire,18-40-1001,55087.0
320363,Non-Exempt,4104,04/30/2024,New hire,18-299-522,55117.0
323452,Non-Exempt,4104,06/25/2024,New hire,18-40-1002,55096.0
318457,Non-Exempt,4104,02/29/2024,New hire,18-8-1004,55094.0
299863,Non-Exempt,4104,08/30/2022,New hire,18-2-S225,
88862,Non-Exempt,4104,05/09/2024,New hire,18-8-1004,55101.0
313562,Non-Exempt,4104,09/19/2023,New hire,18-30-1002,55081.0
316634,Non-Exempt,4104,01/04/2024,New hire,18-5-5100,55103.0
322662,Non-Exempt,4104,06/11/2024,New hire,18-40-1001,55103.0
318556,Non-Exempt,4104,03/05/2024,New hire,18-198-400,55107.0
314502,Non-Exempt,4104,09/27/2023,New hire,18-708-500,55301.0
291896,Non-Exempt,4104,12/07/2021,New hire,18-40-1002,55075.0
304949,Non-Exempt,4104,02/07/2023,New hire,18-74-101,55113.0
322564,Non-Exempt,4104,06/11/2024,New hire,18-4-S429,55109.0
302485,Non-Exempt,4104,11/10/2022,New hire,18-40-1002,55086.0
306815,Non-Exempt,4104,03/31/2023,New hire,18-757-500,
330059,Non-Exempt,4104,11/20/2024,New hire,18-745-106,55117.0
309234,Non-Exempt,4104,05/24/2023,New hire,18-8-1005,55311.0
321077,Non-Exempt,4104,05/07/2024,New hire,18-708-502,55301.0
328051,Non-Exempt,4104,10/01/2024,New hire,18-64-1000,55091.0
331647,Non-Exempt,4104,02/03/2025,New hire,18-41-1002,55091.0
309043,Non-Exempt,4104,05/18/2023,New hire,18-47-101,55113.0
273221,Non-Exempt,4104,05/10/2022,New hire,18-40-1002,55093.0
329932,Non-Exempt,4104,11/18/2024,New hire,18-197-400,55105.0
319811,Non-Exempt,4104,04/10/2024,New hire,18-40-1003,55100.0
306538,Non-Exempt,4104,03/28/2023,New hire,18-77-703,55138.0
322427,Non-Exempt,4104,06/11/2024,New hire,18-77-402,55113.0
329241,Non-Exempt,4104,10/30/2024,New hire,18-8-1006,55123.0
323470,Non-Exempt,4104,06/25/2024,New hire,18-8-1004,55123.0
327764,Non-Exempt,4104,09/25/2024,New hire,18-41-1001,55091.0
317368,Non-Exempt,4104,01/30/2024,New hire,18-40-1001,55089.0
329362,Non-Exempt,4104,10/28/2024,New hire,18-745-500,55117.0
320537,Non-Exempt,4104,04/22/2023,New hire,18-708-202,55301.0
310346,Non-Exempt,4104,06/27/2023,New hire,18-8-1006,55094.0
319732,Non-Exempt,4104,04/01/2024,New hire,18-708-500,55301.0
324645,Non-Exempt,4104,07/23/2024,New hire,18-40-1002,55097.0
318870,Non-Exempt,4104,03/13/2024,New hire,18-396-500,55723.0
319612,Non-Exempt,4104,04/03/2024,New hire,18-196-500,55723.0
318864,Non-Exempt,4104,03/13/2024,New hire,18-47-500,55109.0
330838,Non-Exempt,4104,01/08/2025,New hire,18-41-1001,55091.0
317630,Non-Exempt,4104,02/06/2024,New hire,18-40-1002,55086.0
317925,Non-Exempt,4104,01/15/2025,New hire,18-41-1002,55091.0
305398,Non-Exempt,4104,02/21/2023,New hire,18-40-1001,55093.0
323607,Non-Exempt,4104,06/25/2024,New hire,18-47-101,55109.0
317578,Non-Exempt,4104,02/13/2024,New hire,18-198-400,55107.0
323341,Non-Exempt,4104,06/25/2024,New hire,18-8-1005,55091.0
323565,Non-Exempt,4104,06/25/2024,New hire,18-47-101,55109.0
323427,Non-Exempt,4104,06/24/2024,New hire,18-41-1003,55101.0
295737,Non-Exempt,4104,05/10/2022,New hire,18-41-1002,55085.0
316873,Non-Exempt,4104,01/03/2024,New hire,18-745-500,55117.0
319591,Non-Exempt,4104,03/26/2024,New hire,18-745-500,55117.0
291438,Non-Exempt,4104,11/09/2021,New hire,18-8-1004,55085.0
293541,Non-Exempt,4104,03/03/2022,New hire,18-2-S271,55143.0
321235,Non-Exempt,4104,05/14/2024,New hire,18-195-402,55109.0
296463,Non-Exempt,4104,05/31/2022,New hire,18-5-5030,55087.0
299000,Non-Exempt,4104,07/21/2022,New hire,18-8-1004,55087.0
300945,Non-Exempt,4104,10/04/2022,New hire,18-40-1002,55085.0
294366,Non-Exempt,4104,03/29/2022,New hire,18-8-1004,55109.0
302244,Non-Exempt,4104,11/01/2022,New hire,18-8-1004,55100.0
311057,Non-Exempt,4104,07/19/2023,New hire,18-8-1004,55086.0
323494,Non-Exempt,4104,06/25/2024,New hire,18-40-1001,55103.0
309056,Non-Exempt,4104,05/18/2023,New hire,18-41-1003,55085.0
276537,Non-Exempt,4104,12/29/2020,New hire,18-1-S171,
320389,Non-Exempt,4104,04/23/2024,New hire,18-299-101,55117.0
299306,Non-Exempt,4104,08/04/2022,New hire,18-41-1003,55086.0
306729,Non-Exempt,4104,03/29/2023,New hire,18-757-522,55074.0
306270,Non-Exempt,4104,03/20/2023,New hire,18-748-500,55307.0
312152,Non-Exempt,4104,08/07/2023,New hire,18-708-500,55301.0
313428,Non-Exempt,4104,09/06/2023,New hire,18-745-500,55117.0
316861,Non-Exempt,4104,01/03/2024,New hire,18-708-102,55301.0
318069,Non-Exempt,4104,02/21/2024,New hire,18-41-1003,55123.0
322377,Non-Exempt,4104,06/04/2024,New hire,18-74-102,55126.0
312348,Non-Exempt,4104,08/16/2023,New hire,18-41-1002,55085.0
332384,Non-Exempt,4104,02/18/2025,New hire,18-501-505,55137.0
301952,Non-Exempt,4104,10/25/2022,New hire,18-8-1006,55093.0
314859,Non-Exempt,4104,10/12/2023,New hire,18-41-1002,55081.0
309739,Non-Exempt,4104,06/08/2023,New hire,18-8-1005,55094.0
320680,Non-Exempt,4104,05/01/2024,New hire,18-297-600,55105.0
307613,Non-Exempt,4104,04/24/2023,New hire,18-41-1001,55085.0
292086,Non-Exempt,4104,01/07/2022,New hire,18-40-1001,55081.0
320156,Non-Exempt,4104,04/17/2024,New hire,18-197-500,55105.0
319840,Non-Exempt,4104,04/16/2024,New hire,18-47-101,55113.0
320776,Non-Exempt,4104,05/07/2024,New hire,18-41-1002,55123.0
317018,Non-Exempt,4104,01/17/2024,New hire,18-40-1002,55100.0
308137,Non-Exempt,4104,05/02/2023,New hire,18-41-1003,55123.0
296273,Non-Exempt,4104,05/23/2022,New hire,18-77-102,55138.0
325592,Non-Exempt,4104,08/27/2024,New hire,18-297-413,55105.0
302659,Non-Exempt,4104,11/15/2022,New hire,18-40-1002,55087.0
304095,Non-Exempt,4104,01/10/2023,New hire,18-40-1002,55087.0
311036,Non-Exempt,4104,05/28/2024,New hire,18-199-501,55117.0
330769,Non-Exempt,4104,01/07/2025,New hire,18-41-1001,55123.0
322348,Non-Exempt,4104,06/04/2024,New hire,18-197-400,55105.0
308566,Non-Exempt,4104,05/09/2023,New hire,18-5-5020,55143.0
317673,Non-Exempt,4104,02/08/2024,New hire,18-40-1002,55089.0
319765,Non-Exempt,4104,04/02/2024,New hire,18-708-101,55301.0
324597,Non-Exempt,4104,07/24/2024,New hire,18-47-403,55138.0
327976,Non-Exempt,4104,09/25/2024,New hire,18-47-101,55113.0
296528,Non-Exempt,4104,11/10/2022,New hire,18-8-1006,55105.0
296455,Non-Exempt,4104,11/07/2023,New hire,18-8-1004,55105.0
331382,Non-Exempt,4104,01/22/2025,New hire,18-30-1001,55091.0
308259,Non-Exempt,4104,05/09/2023,New hire,18-8-1004,55305.0
302579,Non-Exempt,4104,11/14/2022,New hire,18-47-400,55109.0
305534,Non-Exempt,4104,03/01/2023,New hire,18-73-1003,55090.0
306115,Non-Exempt,4104,03/15/2023,New hire,18-41-1003,55090.0
291825,Non-Exempt,4104,12/07/2021,New hire,18-197-601,55105.0
321978,Non-Exempt,4104,05/28/2024,New hire,18-299-101,55117.0
306448,Non-Exempt,4104,03/28/2023,New hire,18-41-1002,55089.0
304351,Non-Exempt,4104,01/17/2023,New hire,18-40-1002,55086.0
306206,Non-Exempt,4104,03/22/2023,New hire,18-40-1001,55087.0
306195,Non-Exempt,4104,03/22/2023,New hire,18-40-1001,55076.0
303976,Non-Exempt,4104,01/05/2023,New hire,18-41-1003,55086.0
325584,Non-Exempt,4104,08/28/2024,New hire,18-797-400,55105.0
309395,Non-Exempt,4104,05/31/2023,New hire,18-41-1002,55093.0
331250,Non-Exempt,4104,01/20/2025,New hire,18-40-1002,55123.0
319857,Non-Exempt,4104,04/09/2024,New hire,18-41-1003,55094.0
317690,Non-Exempt,4104,02/08/2024,New hire,18-40-1002,55096.0
311743,Non-Exempt,4104,08/08/2023,New hire,18-40-1002,55090.0
324650,Non-Exempt,4104,07/23/2024,New hire,18-41-1002,55100.0
318101,Non-Exempt,4104,02/20/2024,New hire,18-47-102,55143.0
314589,Non-Exempt,4104,10/02/2023,New hire,18-41-1002,55075.0
302710,Non-Exempt,4104,11/16/2022,New hire,18-40-1002,55086.0
303999,Non-Exempt,4104,01/05/2023,New hire,18-40-1001,55093.0
307727,Non-Exempt,4104,04/24/2023,New hire,18-8-1005,55100.0
300555,Non-Exempt,4104,09/21/2022,New hire,18-47-600,55109.0
308979,Non-Exempt,4104,08/29/2023,New hire,18-47-400,55109.0
312944,Non-Exempt,4104,08/29/2023,New hire,18-41-1002,55085.0
296094,Non-Exempt,4104,06/06/2022,New hire,18-4-S429,55150.0
323619,Non-Exempt,4104,06/25/2024,New hire,18-41-1003,55100.0
324524,Non-Exempt,4104,07/25/2024,New hire,18-8-1004,55091.0
316003,Exempt,4104,12/04/2023,New hire,18-2-S271,55094.0
328128,Non-Exempt,4104,10/01/2024,New hire,18-197-400,55105.0
318626,Non-Exempt,4104,03/05/2024,New hire,18-8-1004,55105.0
321249,Non-Exempt,4104,05/14/2024,New hire,18-197-101,55105.0
328192,Non-Exempt,4104,10/02/2024,New hire,18-199-501,55117.0
323171,Non-Exempt,4104,06/19/2024,New hire,18-41-1002,55103.0
321564,Non-Exempt,4104,05/22/2024,New hire,18-47-400,55109.0
308034,Non-Exempt,4104,05/02/2023,New hire,18-41-1003,55096.0
325463,Non-Exempt,4104,08/21/2024,New hire,18-6-6280,55113.0
309114,Non-Exempt,4104,05/22/2023,New hire,18-41-1003,55123.0
309592,Non-Exempt,4104,06/07/2023,New hire,18-41-1002,55094.0
313130,Non-Exempt,4104,08/29/2023,New hire,18-197-400,55105.0
324788,Non-Exempt,4104,07/30/2024,New hire,18-41-1003,55091.0
300337,Non-Exempt,4104,09/15/2022,New hire,18-40-1002,55105.0
315241,Non-Exempt,4104,10/18/2023,New hire,18-41-1001,55081.0
323606,Non-Exempt,4104,06/26/2024,New hire,18-47-500,55109.0
328711,Non-Exempt,4104,10/21/2024,New hire,18-77-101,55143.0
291746,Non-Exempt,4104,12/01/2021,New hire,18-40-1003,55075.0
317585,Non-Exempt,4104,02/06/2024,New hire,18-41-1003,55094.0
291725,Non-Exempt,4104,11/30/2021,New hire,18-40-1002,55075.0
291723,Non-Exempt,4104,11/30/2021,New hire,18-40-1002,55075.0
323609,Non-Exempt,4104,06/25/2024,New hire,18-47-400,55109.0
302268,Non-Exempt,4104,11/03/2022,New hire,18-197-400,55105.0
321981,Non-Exempt,4104,05/29/2024,New hire,18-41-1002,55103.0
306424,Non-Exempt,4104,03/23/2023,New hire,18-757-522,55074.0
307689,Non-Exempt,4104,04/25/2023,New hire,18-40-1002,55075.0
302952,Non-Exempt,4104,11/29/2022,New hire,18-4-S429,55093.0
329864,Non-Exempt,4104,11/25/2024,New hire,18-41-1002,55091.0
283050,Non-Exempt,4104,11/30/2021,New hire,18-40-1002,55075.0
291707,Non-Exempt,4104,11/30/2021,New hire,18-40-1002,55075.0
325751,Non-Exempt,4104,09/10/2024,New hire,18-5-5020,55105.0
327705,Non-Exempt,4104,09/17/2024,New hire,18-40-1002,55087.0
325555,Non-Exempt,4104,08/27/2024,New hire,18-197-400,55105.0
328358,Non-Exempt,4104,10/09/2024,New hire,18-77-400,55143.0
309583,Non-Exempt,4104,06/06/2023,New hire,18-299-101,55117.0
313223,Non-Exempt,4104,09/19/2023,New hire,18-40-1002,55310.0
307326,Non-Exempt,4104,04/13/2023,New hire,18-40-1001,55090.0
310660,Non-Exempt,4104,07/06/2023,New hire,18-41-1001,55101.0
314256,Non-Exempt,4104,09/27/2023,New hire,18-41-1002,55081.0
316196,Non-Exempt,4104,11/29/2023,New hire,18-8-1004,55311.0
312231,Non-Exempt,4104,08/10/2023,New hire,18-198-500,55107.0
302691,Non-Exempt,4104,11/15/2022,New hire,18-40-1002,55086.0
302655,Non-Exempt,4104,11/15/2022,New hire,18-40-1002,55086.0
328942,Non-Exempt,4104,10/16/2024,New hire,18-745-500,55117.0
308895,Non-Exempt,4104,05/18/2023,New hire,18-40-1002,55090.0
310638,Non-Exempt,4104,07/06/2023,New hire,18-41-1002,55096.0
301033,Non-Exempt,4104,10/06/2022,New hire,18-8-1006,55087.0
319629,Non-Exempt,4104,04/03/2024,New hire,18-8-1004,55089.0
321600,Non-Exempt,4104,05/22/2024,New hire,18-8-1005,55100.0
304613,Non-Exempt,4104,01/24/2023,New hire,18-30-1001,55091.0
302185,Non-Exempt,4104,11/01/2022,New hire,18-30-1003,55087.0
325704,Non-Exempt,4104,08/27/2024,New hire,18-745-600,55117.0
291852,Non-Exempt,4104,12/07/2021,New hire,18-40-1002,55076.0
311122,Non-Exempt,4104,07/19/2023,New hire,18-41-1002,55075.0
304259,Non-Exempt,4104,01/10/2023,New hire,18-77-701,55150.0
307230,Non-Exempt,4104,04/11/2023,New hire,18-41-1003,55123.0
309146,Non-Exempt,4104,05/23/2023,New hire,18-41-1001,55081.0
306708,Non-Exempt,4104,04/05/2023,New hire,18-41-1003,55100.0
329060,Non-Exempt,4104,10/28/2024,New hire,18-199-401,55117.0
303574,Non-Exempt,4104,12/13/2022,New hire,18-2-3070,55091.0
317908,Non-Exempt,4104,02/19/2024,New hire,18-5-5030,5508201.0
314529,Non-Exempt,4104,09/27/2023,New hire,18-708-601,55301.0
309423,Non-Exempt,4104,06/06/2023,New hire,18-298-408,
321890,Non-Exempt,4104,05/29/2024,New hire,18-41-1001,55100.0
323861,Non-Exempt,4104,07/01/2024,New hire,18-197-400,55105.0
318307,Non-Exempt,4104,02/28/2024,New hire,18-2-3080,55313.0
299845,Non-Exempt,4104,08/25/2022,New hire,18-8-1005,55086.0
331894,Non-Exempt,4104,02/10/2025,New hire,18-30-1003,55091.0
318664,Non-Exempt,4104,03/06/2024,New hire,18-74-703,55809.0
320229,Non-Exempt,4104,05/20/2024,New hire,18-6-6520,55120.0
306655,Exempt,4104,05/01/2023,New hire,18-1-S194,55094.0
306922,Non-Exempt,4104,04/04/2023,New hire,18-41-1001,55093.0
309582,Non-Exempt,4104,06/06/2023,New hire,18-41-1002,55094.0
321672,Non-Exempt,4104,05/28/2024,New hire,18-299-501,55117.0
302961,Non-Exempt,4104,11/29/2022,New hire,18-8-1004,55093.0
295555,Non-Exempt,4104,05/03/2022,New hire,18-40-1002,55085.0
320801,Non-Exempt,4104,04/30/2024,New hire,18-708-202,55117.0
306068,Non-Exempt,4104,03/15/2023,New hire,18-757-522,55074.0
302588,Non-Exempt,4104,11/14/2022,New hire,18-47-500,55109.0
309910,Non-Exempt,4104,06/26/2023,New hire,18-6-6520,55097.0
299728,Non-Exempt,4104,08/23/2022,New hire,18-30-1001,55075.0
319453,Non-Exempt,4104,03/26/2024,New hire,18-47-500,55109.0
301529,Non-Exempt,4104,10/18/2022,New hire,18-77-501,55109.0
321603,Non-Exempt,4104,05/21/2024,New hire,18-47-500,55109.0
307860,Non-Exempt,4104,04/25/2023,New hire,18-197-400,55105.0
300939,Non-Exempt,4104,10/04/2022,New hire,18-41-1003,55086.0
300829,Non-Exempt,4104,10/04/2022,New hire,18-197-400,55105.0
307814,Non-Exempt,4104,04/25/2023,New hire,18-41-1003,55086.0
311259,Non-Exempt,4104,07/26/2023,New hire,18-197-400,55105.0
314032,Non-Exempt,4104,09/26/2023,New hire,18-40-1002,55310.0
323340,Non-Exempt,4104,06/18/2024,New hire,18-30-1002,55097.0
317473,Non-Exempt,4104,01/30/2024,New hire,18-752-105,55302.0
320615,Non-Exempt,4104,05/20/2024,New hire,18-6-6520,55103.0
311789,Non-Exempt,4104,08/02/2023,New hire,18-41-1002,55081.0
321241,Non-Exempt,4104,05/15/2024,New hire,18-41-1003,55100.0
323183,Non-Exempt,4104,06/18/2024,New hire,18-41-1003,55096.0
307426,Non-Exempt,4104,04/18/2023,New hire,18-40-1002,55305.0
332193,Non-Exempt,4104,02/17/2025,New hire,18-47-101,55126.0
328045,Non-Exempt,4104,09/25/2024,New hire,18-40-1001,55091.0
306429,Non-Exempt,4104,03/23/2023,New hire,18-757-522,55074.0
314868,Non-Exempt,4104,10/10/2023,New hire,18-8-1004,55094.0
321743,Non-Exempt,4104,05/22/2024,New hire,18-47-101,55143.0
322153,Non-Exempt,4104,06/05/2024,New hire,18-41-1003,55096.0
323051,Non-Exempt,4104,06/18/2024,New hire,18-199-501,55097.0
323823,Non-Exempt,4104,07/01/2024,New hire,18-30-1000,55100.0
323062,Non-Exempt,4104,06/18/2024,New hire,18-41-1002,55091.0
316966,Non-Exempt,4104,01/17/2024,New hire,18-199-501,55117.0
323820,Non-Exempt,4104,07/01/2024,New hire,18-30-1000,55100.0
321840,Non-Exempt,4104,05/22/2024,New hire,18-197-400,55105.0
302997,Non-Exempt,4104,11/29/2022,New hire,18-8-1006,55086.0
